UniProt IDs,Clusters,DPC_0h_1,DPC_0h_2,DPC_0h_3,DPC_0h_4,DPC_3h_1,DPC_3h_2,DPC_3h_3,DPC_3h_4,DPC_6h_1,DPC_6h_2,DPC_6h_3,DPC_6h_4,DPC_9h_1,DPC_9h_2,DPC_9h_3,DPC_9h_4,DPC_12h_1,DPC_12h_2,DPC_12h_3,DPC_12h_4,DPC_18h_1,DPC_18h_2,DPC_18h_3,DPC_18h_4,DPC_24h_1,DPC_24h_2,DPC_24h_3,DPC_24h_4,DPC_36h_1,DPC_36h_2,DPC_36h_3,DPC_36h_4
O00442,6,38500.62109,14201.17773,36692.41406,33218.24219,20067.82227,28173.31836,20801.21289,35289.875,32337.95703,22134.47266,25742.41797,28865.5957,34213.30078,22342.22266,24372.69727,24071.20508,25716.32227,26365.8125,17058.42969,20303.35938,9395.392578,15165.20801,14978.37305,15844.50977,13958.10645,13033.36621,27691.6875,14912.50781,21954.26563,13538.10449,10310.17383,27351.17773
O00443,64,19359.92188,17296.73242,18318.8418,18477.61914,17006.46875,17427.05859,16563.44141,15718.35449,16337.97949,15220.10156,16559.56445,15105.42969,14738.76465,13374.38281,15050.33691,15282.09668,14572.06543,15809.18066,14499.63281,15684.00879,12872.95313,10168.57031,13316.69824,11921.24805,11718.32422,11386.85742,11345.24121,13322.27637,9145.699219,9539.8125,10719.79199,8467.512695
O00459,31,16843.00195,14340.24121,15824.94238,15143.30762,17399.125,14902.87207,15282.8877,18086.95508,14375.04395,16415.35156,14810.75293,15459.25879,14111.57227,13402.57715,15351.5293,18614.29297,7899.980469,13951.20996,13690.71582,12001.17773,10286.5498,9938.595703,12818.41602,10037.13867,10435.32227,10945.60156,11526.56836,11675.58984,14846.59375,12809.33594,11184.57715,12809.10938
O00461,3,54845.37109,53010.74219,57187.71484,52963.16406,34816.89453,34763.16016,35850.33984,35814.67188,46280.99219,45248.50391,47498.93359,46168.55469,44567.62891,45396.17578,45926.17578,45734.94922,23465.81641,22320.07227,22121.0625,22452.42383,15695.93164,15396.28418,15377.76953,16201.39355,10835.64355,10907.50293,12015.77051,9728.163086,12354.46094,12673.27539,12315.25098,13030.59668
O00468,41,28988.70508,24703.76563,22421.81445,23169.6875,19809.05469,20596.74609,27386.2832,24051.25586,17329.25391,21434.82031,15895.7959,25567.11914,24038.94727,18868.79688,17800.47461,20995.73242,12617.23047,6890.649414,16668.90039,6995.092773,6594.635254,19606.375,21276.30078,14147.10156,2955.874756,5782.483887,4649.879395,10514.19434,23663.05078,21046.63477,24172.44727,21744.22266
O00471,61,21661.65625,23362.89258,20095.57617,22745.88672,19496.88086,20859.37109,15103.2002,13158.91992,24201.7168,22000.92383,16887.46484,18418.56641,17866.11914,16347.5752,21216.26758,16022.37207,6978.47998,10309.17773,11478.17676,11345.9873,8845.181641,9971.236328,10449.95313,9739.685547,4942.314453,12106.80957,8811.013672,11434.62402,14056.68848,8656.382813,9854.193359,8746.469727
O00479,51,194255.625,154131.5469,176692.5625,190372.8125,204635.875,133981.9063,147936.5469,133412.9688,175684.625,109831.0938,121139.875,135930.3906,183609.2031,140802.0156,146557.375,128132.9844,318158.9063,165125.9688,154813.5313,175191.6875,230869.8438,142588.2813,159867.3906,155705.9844,272162.375,255701.5469,277700.4063,203612.1094,254966.2031,185727.3281,152859.7344,179595.0938
O00487,54,21227.66602,22134.22461,21360.31055,22337.79883,14918.99512,19259.4668,20148.58789,21228.00195,26299.48633,29806.88477,28619.37109,32743.58984,25970.21484,28429.53906,27170.44922,31040.03125,20659.99414,20998.75781,23450.57813,23723.8125,22234.46875,20828.12305,22344.93945,20562.8125,18616.70117,22673.875,19735.48047,20346.90625,23525.20703,28185.58789,28015.20117,24481.77734
O00488,43,91350.97656,70459.24219,83871.04688,81164.91406,90507.8125,78512.0625,79850.53906,75859.22656,91530.53906,92376.19531,99127.71094,94394.10156,152032.7344,143909.6875,130439.2734,137044.75,183099.2188,170430.0313,162420.9375,156701.5469,233565.8594,228876.2031,195749.6094,207046.1719,228634.7188,245942.0625,249002.4531,200761.0938,147847.8906,173147.75,156835.0625,188410.0781
O00499,61,14732.03418,11785.7793,12169.8584,14715.14355,10873.0332,8602.694336,7378.251465,6100.273926,12290.23047,12064.80664,11409.23438,10293.83105,10100.34961,6316.333496,7761.103516,8084.803711,5467.337891,2197.780762,4767.340332,2961.845947,3336.841797,6374.305176,2700.392822,4291.336914,4007.093506,2476.604492,4889.03418,3034.137695,3576.05835,4141.182129,2720.771484,4034.686035
O00505,30,68287.375,58996.48047,55405.6875,67356.52344,58013.51563,56679.33984,51704.46484,59006.18359,65256,57413.3125,60359,55788.43359,61205.16016,57575.57422,57220.52734,56331.11328,53938.50781,52360.32422,53201.17578,53888.87891,37320.44141,43377.01563,31309.56836,30021.3457,35319.38281,16378.96973,31865.95898,32831.54688,38922.74219,23609.19336,30464.4668,8824.919922
O00534,38,20566.57813,23465.89453,22845.08398,20825.53125,20014.25586,25126.11914,23216.80078,23601.80469,24159.27148,25466.79102,25154.90625,24379.05664,21859.39258,24702.25586,26504.28711,25437.20313,22855.93164,24590.05859,25377.2832,23999.76563,23096.75781,18683.23633,21903.51563,23746.07617,21282.59766,21149.70898,24066.25195,25840.24219,24461.69531,23469.65234,25324.44531,22822.01953
O00541,1,63383.23828,64647.27344,60790.59375,65065.32031,66674.29688,66892.88281,63124.76563,64085.79297,60499.03906,63664.32031,64907.41797,62942.78125,64745.17578,61649.71094,66586.42188,66441.48438,75068.78125,71181.60938,71034.66406,71653.44531,69490.79688,69461.42188,73480.69531,68936.5,67217.04688,69469.08594,65057.5625,66716.61719,56610.55078,55137.92578,62374.44141,55973.22656
O00566,1,41488.34375,41080.06641,41901.56641,42944.40234,44885.59375,46052.71484,45971.78906,46106.25391,38961.42188,36655.5625,39676.78906,37970.08594,42509.42188,40551.47656,40496.83203,43368.96094,48310.70313,50064.64844,48637.02344,51287.29297,52915.96094,52325.75,51409.91406,52819.57813,47316.88281,52665.48438,52228.79297,50011.83984,38028.95313,38310.31641,36782.69531,34676.74609
O00567,43,55666.01953,53103.19141,56328.77344,55040.09375,53754.82031,53202.84375,51831.32031,52889.92969,57010.10156,55915.41016,53147.74609,54520.42578,58310.66797,54944.34766,54915.30078,53342.77344,64463.14844,61969.23047,55903.96484,60370.61719,61745.76563,63362.85156,66255.27344,63707.04297,61637.89453,64920.66797,61568.25391,55085.90625,53247.65234,45632.71484,57994.77734,53971.55859
O00571,37,40567.60156,41879.18359,38499.00391,39736.72266,39057.60938,36663.64063,34343.82031,36337.01172,44007.33203,41515.46094,41662.67188,39592.81641,43351.94141,40016.24219,38144.39453,38461.94922,37220.96484,30828.20703,31122.54883,29641.49023,29730.59766,28285.87109,28628.21875,29201.98438,30372.74805,27675.95898,30121.33984,30432.42578,27105.44531,26483.30469,27130.3125,26216.35742
O00592,39,79780.21094,73940.39063,74093.625,74838.21875,51702.09375,44726.32422,47943.96484,49581.55859,42746.07813,79129.41406,74058.4375,78579.44531,70128.35156,68244.82813,77564.77344,73032.13281,10362.74512,20677.82227,33616.25391,32309.76563,37042.85938,47092.15234,29798.5957,3534.644287,20676.68555,31496.24023,48338.34375,37735.92969,56038.02344,64336.61719,74100.95313,46254.78516
O00625,5,18638.9082,15375.62402,17438.37891,16520.64648,20086.15039,14288.7998,18614.11523,13964.0957,18434.63477,16867.16992,14889.55566,12841.62891,17187.33984,15431.89258,14762.55957,14448.0791,16032.84961,14778.32422,13404.19629,14524.4541,14556.59863,11739.63281,17236.1582,13533.57324,12795.42285,18206.57813,15356.13379,15317.24512,18005.30469,11675.5332,18525.85742,15705.24707
O00629,37,30621.00586,32197.17383,33058.63281,35605.98828,25792.39063,24123.00195,24781.07617,28650.35938,32458.64453,32415.70898,30929.69531,35676.25391,31611.75781,36569.76172,31016.87695,30936.54883,23924.22852,23786.74805,24362.53516,26476.875,21314.60156,23737.875,24089.61133,21865.77344,19904.45703,24664.29297,17020.90039,22963.42773,19340.27148,19775.62695,18258.68164,16965.73047
O00635,27,16355.62109,13436.84082,12738.18359,14416.3291,12541.30176,7846.509277,8950.550781,6348.199707,11527.90234,15014.84375,14359.91602,12500.4209,12025.85742,6265.674805,10485.85059,12831.15039,13247.9707,8554.124023,11164.19922,14531.15723,12483.83789,15575.59961,13990.62402,14636.00684,16896.53516,18749.53516,14844.64258,17266.125,15913.9209,16280.08984,16627.03516,12048.67578
O00712,11,29031.77148,21856.69531,21322.02539,27716.71875,34278.25781,26432.64063,24211.70117,22550.19336,22927.40039,23579.82227,25701.13672,23640.73047,24503.82813,10588.22754,16781.16797,19094.30859,22633.29297,5652.514648,4650.57666,7869.807617,7164.765625,3741.830322,2425.520508,6596.485352,2352.149902,10323.47266,2505.151367,4056.536133,2478.462158,4552.412598,2327.090576,5499.822754
O00743,59,12379.7832,13753.81836,12784.9707,12600.33984,12110.75,10370.36133,11792.80762,8715.745117,18139.19336,14726.23047,12194.69238,11789.60059,17555.15625,12962.26367,15674.04688,13581.15137,13095.60645,10650.05078,10976.88574,12172.0625,10829.75098,11999.99609,10628.77148,9551.732422,10188.16406,9553.625977,8832.634766,11803.03418,13138.57031,8628.652344,10320.66895,11531.21387
O00750,30,17378.6875,16555.29297,15977.59766,16781.00195,17225.78125,17191.07617,16942.45508,16251.50195,17178.32617,19120.42773,16796.02539,16077.50977,13794.79492,13545.89551,14717.70898,14126.29785,12863.05664,13240.10449,14477.31348,12020.25391,10894.00977,10980.75586,10343.2168,9967.375,10109.92773,5910.131836,8713.161133,8219.238281,8794.977539,9445.842773,8783.482422,9149.598633
O00762,3,22095.42773,23969.49414,25473.20508,30803.375,30510.91211,21036.32227,20511.60352,23748.44141,26657.44141,24578.41406,22031.64258,19535.8457,39481.22266,28450.70508,24924.55859,25754.70898,28232.15234,6557.232422,9996.503906,6393.415039,13781.19336,9512.65918,7936.438477,12986.22461,13817.35156,15347.25586,9183.885742,9104.535156,12492.63867,10268.8916,9245.123047,11001.70996
O00764,60,15246.16016,16025.23145,16487.7793,17719.11523,18381.66602,18099.46289,16704.08594,18249.07227,25351.11133,24403.10156,21881.58008,20620.51758,24508.75195,17647.71289,17614.93555,21406.0918,13889.79688,9182.05957,13387.03711,9605.15625,10623.91992,12296.0752,9774.84668,11752.57617,12314.13672,11630.61914,14464.72168,9452.398438,13260.83887,13129.54297,9574.333984,10518.24805
O00767,47,21915.16211,23348.1543,18529.22656,15817.85352,312639.3438,17741.81445,6299.532227,16463.66992,25519.46289,21891.63477,32759.57031,18126.6543,12996.00684,12036.93164,12476.42773,12821.48145,11002.70508,93851.11719,66890.07031,52210.625,2567.448975,3783.465576,2728.648926,4476.384766,6890.536621,23244.0332,6538.420898,33855.61719,2179.341064,3296.851563,2024.035034,4059.170654
O14497,16,27899.86133,27799.88281,26565.73047,26078.45313,25890.74023,25234.44141,24317.57227,25530.37695,23952.75586,23743.98828,23885.40625,22969.99414,20925.14453,21294.81445,22846.16797,21733.63867,22332.21094,20054.05273,21776.26563,21223.41016,19546.77148,18830.52344,17640.25781,17928.51563,22886.53906,20432.23242,19026.81055,20036.4375,17539.28711,15769.88477,16496.40625,17301.52148
O14519,29,186274.3906,160010.3438,159477.7969,159395.0938,210145.2656,158060.3906,150269.7344,143119.3906,189902.625,178751.7813,143444.375,154829.0313,183371.5,144391.5781,137552.75,124293.7813,187185.7188,62898.55469,55279.51563,51604.4375,62747.85938,46844.79297,36350.75781,61368.48438,59766.85156,48843.32031,48947.94922,56394.62109,59035.17578,38172.01953,39130.13672,40180.19531
O14530,54,28702.32813,25991.11328,25391.22852,26140.88867,30881.51758,24303.09375,27173.41016,25632.17969,32489.25781,33997.04688,30430.08984,30318.07422,35350.64453,36018.57031,32809.07422,36661.22266,38755.33203,26807.5332,24630.19531,28917.32031,28799.04492,26761.91016,24085.78516,28029.46094,27781.89453,27005.24219,25686.2168,25258.7168,31162.49609,30107.5293,28088.41211,26505.78125
O14545,49,20629.91992,20568.76563,19925.1582,19311.65234,19845.20117,18725.41992,15190.66406,15004.93359,24792.82617,25030.90234,21665.69727,23391.84766,19529.2793,15485.38477,17685.88281,18052.52734,28088.50195,14943.23145,19660.79688,15280.10938,16812.95898,14375.33008,9600.957031,13818.71191,21802.76172,16541.6543,14513.24414,16858.68359,15053.46387,16105.63281,7928.254395,12213.75781
O14562,48,7977.558594,12570.08789,6775.414063,8123.436523,7432.074219,7539.070801,4287.114258,11914.81152,7702.330078,4525.370117,8622.135742,4821.255371,10311.92969,2624.765381,8287.265625,6169.795898,2829.45752,2901.286621,2522.827637,3256.986328,2898.97998,2634.464355,3153.232666,2536.12207,6248.369629,3948.575439,2029.398071,3917.000732,4225.758789,6690.549316,2292.086914,8969.259766
O14578,36,17330.83203,17306.07227,18540.70703,13928.71582,15799.44043,15575.43164,18753.53711,16657.14453,15219.72949,17289.9375,16790.5918,15497.55957,13152.31836,12429.94336,13779.58594,13155.51563,17839.58984,14611.89063,16312.35059,15855.89258,15081.60938,14153.82617,15873.23535,14748.86914,14523.10059,13845.71582,14726.34082,21179.38672,11560.45215,10083.1709,10931.14648,10053.33887
O14579,60,74245.75781,64915.82422,67622.28906,66820.03906,62092.86328,59265.26953,64514.97656,59877.12891,78564.375,76016.53906,81507.17188,79829.66406,73710.02344,70134.17969,73891.53125,72316.44531,54279.92969,56222.38672,57751.85547,56910.37109,48435.31641,49629.40234,48916.96484,50347.86328,44699.07422,36080.71484,39460.17578,42248.92188,51227.16406,42184.61328,39794.03125,47326.38281
O14593,16,34669.45703,28705.72266,18112.29102,27900.96484,16096.14258,24116.8125,26100.29883,25141.58984,21310.6875,27694.64063,16260.65527,18919.19922,9266.341797,18089.9082,21074.08203,15016.81543,13894.89551,22154.62891,15033.9043,17327.27734,15236.07617,16336.3291,18184.81445,15584.3584,15412.24609,18555.58398,17528.74414,20549.14844,7007.036133,7837.660156,14329.10645,7883.678223
O14617,12,28904.88086,29927.125,29211.28516,28738.39063,30496.85742,28907.97266,25518.21875,26269.75391,33684.43359,29099.5918,29552.62891,27037.67773,36028.23047,29343.0625,28573.3418,30386.33984,18121.26563,13687.3623,16959.87305,17201.58203,12511.30371,16840.31641,13503.01953,17154.10156,12933.73926,12805.40625,14310.58008,13419.94922,14513.02539,20044.38477,18016.80859,13305.6582
O14618,13,98252.29688,96228.45313,90060.26563,83735.41406,74523.39063,86449.55469,77098.86719,81924.38281,76109.17188,82420.73438,82740.49219,72423.74219,91404.09375,93848.73438,81210.76563,89707.10938,83024.02344,75965.08594,75669.64063,70557.97656,54189.66016,63485.19531,23688.19336,65561.8125,58618.33203,63317.67969,69257.29688,62106.37891,47822.76172,44342.85156,49766.15234,48807.67969
O14628,43,11611.94922,10103.31348,10612.70215,7478.97998,12016.91113,12560.91895,8375.375977,10741.2334,13912.87012,9097.741211,10259.93457,10818.29395,13139.99023,13568.09277,12834.06836,13683.86523,17353.21484,16369.27246,13172.48828,9625.110352,18414.04102,13099.40332,14648.47852,20576.61523,20018.36133,16561.34961,19329.08398,21743.89844,14617.34473,12139.14258,12838.62988,14930.88965
O14639,20,81204.17188,79786.95313,78631.07813,81783.53125,86633.17188,83400.65625,82730.96875,80592.39844,78340.83594,69998.17188,76741.67969,74483.32031,75932.875,71840.44531,73596.14063,73924.13281,73136.17188,67432.64063,67868.13281,67179.11719,65388.01172,57903.07422,62010.87891,59149.58203,63084.4375,60374.05078,59717.46875,60252.99609,53646.25781,60597.91406,55224.91406,61613.48047
O14641,25,42969.08984,44985.67188,41019.53516,36769.625,32319.71094,46186.96875,41695.46484,36865.94922,38950.64844,27864.93555,32407.15039,31909.45313,30345.28125,45825.19531,46067.78906,42355.83594,12236.2002,18163.47852,21698.24414,31961.30078,21096.39453,12503.97363,35162.75391,19177.64648,14076.62891,15080.43066,11562.6748,21929.70117,26718.40625,31356.37109,6724.769531,14566.75195
O14646,63,22776.19336,22474.0918,22305.9043,20812.4082,23952.89258,26295.80078,24085.94531,23613.94727,20832.41992,20825.60156,19468.12305,20419.47656,19609.58789,20418.95313,20645.42188,19784.28516,25195.5293,23642.67969,25056.30078,24037.94141,23857.18359,21548.77148,25462.6875,24391.18945,25988.8125,23118.44922,22460.20898,24018.92969,17355.43945,19523.09766,19467.38281,17918.14453
O14647,64,15969.42285,17478.29297,16257.81543,16108.29297,12228.35059,14627.79492,16489.25586,17595.96094,14535.82227,14964.00391,12958.09766,14715.52441,8809.276367,12089.1543,12210.12402,13369.52441,12435.64844,10678.15332,12432.34473,12827.33301,12399.32129,11814.02246,11538.92676,11223.0625,9579.354492,10928.98047,9508.738281,10278.30859,6895.162598,6492.742676,6813.236328,5459.26416
O14653,60,5363.056152,8089.44043,8052.685059,4206.872559,7683.492676,9629.094727,7366.163086,6437.66748,16915.46484,13307.4043,14077.34668,13103.30371,10636.18457,11103.88867,8026.267578,9384.527344,4529.726563,8511.171875,6029.831055,4663.128418,3636.025879,4580.705078,3838.809082,4531.242676,2275.934814,4741.952148,3074.549805,3925.094971,6402.282227,4790.67334,4832.776855,6643.782715
O14684,21,402801.3438,352564.8438,386045.25,393326.9688,314882.7188,205825.5938,219769.75,255865.9688,474518.6875,181785.4375,279047.0938,244753.7813,509196.5,454173.7188,338198.75,365574.9063,333218.1563,272380.0625,303789.3438,275093.9688,383223.9063,327968.875,341218.4063,385288.4063,457408.6875,371760.125,387930.125,432296.375,715474.75,769778.375,727126.625,772157.8125
O14686,64,24108.54297,23107.96094,23614.95703,21944.20117,24384.22852,21006.53906,21053.81055,19248.96484,16492.39258,19960.25,18505.57422,17415.78516,13781.78027,17815.66602,18354.20508,16823.42578,17479.44336,16322.14453,13320.39258,15101.38184,13216.98535,14802.85645,14950.66602,15426.25684,8583.427734,9649.271484,13892.93262,9294.790039,14030.02148,10044.12891,11047.53418,9471.113281
O14732,15,30646.56445,27242.26172,33093.80859,32430.6875,25478.48047,27153.88477,27127.62891,29139.36914,17485.23438,30852.67969,25971.24219,32694.62109,19382.16016,27876.92773,22766.28125,26762.00977,28536.73047,24766.14844,23720.51172,28316.04297,31139.32227,21525.94141,23814.74609,25076.45117,16400.875,4339.799316,21311.00781,27898.88281,28219.33398,36017.10156,36382.62891,29309.06836
O14733,45,28833.86719,33305.24609,30715.28516,33290.16016,28194.6543,32147.66016,30765.93164,32543.4043,26777.32227,33508.44922,36674.21875,37889.72656,30548.09375,30936.99219,33438.38281,38131.29688,26846.09375,31621.98828,34081.02344,33181.48438,33809.85156,33190.55859,30638.52344,31930.04297,31423.23633,33880.50391,35609.57813,29041.80273,21813.26367,28081.03125,8316.414063,27808.47266
